hr,holiday,workingday,humidity_percentage,windspeed,temperature_celsius,feels_like_temperature_celsius,bike_riders,date,day,month,dayofweek,datetimestamp,fall,spring,summer,winter,clear,heavy_rain_snow,light_rain_snow,mist_cloudy,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,April,August,December,February,January,July,June,March,May,November,October,September
7,0,1,0.83,6,23.02,24.0026,179,2012-08-14 00:00:00,14,8,1,2012-08-14 07:00:00,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
8,0,1,0.89,6,23.02,22.9994,618,2012-08-14 00:00:00,14,8,1,2012-08-14 08:00:00,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
9,0,1,0.74,0,24.9,28.0022,402,2012-08-14 00:00:00,14,8,1,2012-08-14 09:00:00,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
10,0,1,0.79,7,24.9,28.0022,208,2012-08-14 00:00:00,14,8,1,2012-08-14 10:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
11,0,1,0.62,0,26.78,28.9988,196,2012-08-14 00:00:00,14,8,1,2012-08-14 11:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
12,0,1,0.49,9,28.66,30.9986,300,2012-08-14 00:00:00,14,8,1,2012-08-14 12:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13,0,1,0.46,6,29.6,32.0018,286,2012-08-14 00:00:00,14,8,1,2012-08-14 13:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
14,0,1,0.41,15,30.54,32.9984,255,2012-08-14 00:00:00,14,8,1,2012-08-14 14:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
15,0,1,0.46,15,30.54,34.0016,283,2012-08-14 00:00:00,14,8,1,2012-08-14 15:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
16,0,1,0.43,15,30.54,32.9984,458,2012-08-14 00:00:00,14,8,1,2012-08-14 16:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
17,0,1,0.66,17,27.72,32.0018,812,2012-08-14 00:00:00,14,8,1,2012-08-14 17:00:00,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
18,0,1,0.62,19,27.72,30.9986,854,2012-08-14 00:00:00,14,8,1,2012-08-14 18:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
19,0,1,0.66,13,27.72,32.0018,627,2012-08-14 00:00:00,14,8,1,2012-08-14 19:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20,0,1,0.74,15,26.78,30.9986,436,2012-08-14 00:00:00,14,8,1,2012-08-14 20:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
21,0,1,0.62,15,26.78,28.9988,308,2012-08-14 00:00:00,14,8,1,2012-08-14 21:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
22,0,1,0.66,6,25.84,28.9988,189,2012-08-14 00:00:00,14,8,1,2012-08-14 22:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
23,0,1,0.66,11,25.84,28.9988,167,2012-08-14 00:00:00,14,8,1,2012-08-14 23:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0.61,13,24.9,26.999,60,2012-08-15 00:00:00,15,8,2,2012-08-15 00:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0.61,0,24.9,26.999,37,2012-08-15 00:00:00,15,8,2,2012-08-15 01:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2,0,1,0.65,0,23.96,26.0024,8,2012-08-15 00:00:00,15,8,2,2012-08-15 02:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3,0,1,0.74,7,23.02,24.9992,11,2012-08-15 00:00:00,15,8,2,2012-08-15 03:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4,0,1,0.83,7,22.08,22.0028,4,2012-08-15 00:00:00,15,8,2,2012-08-15 04:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5,0,1,0.78,7,22.08,22.9994,39,2012-08-15 00:00:00,15,8,2,2012-08-15 05:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6,0,1,0.78,7,22.08,22.9994,172,2012-08-15 00:00:00,15,8,2,2012-08-15 06:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,1,0.69,13,23.02,24.9992,492,2012-08-15 00:00:00,15,8,2,2012-08-15 07:00:00,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8,0,1,0.65,19,24.9,26.999,682,2012-08-15 00:00:00,15,8,2,2012-08-15 08:00:00,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9,0,1,0.62,13,25.84,28.9988,367,2012-08-15 00:00:00,15,8,2,2012-08-15 09:00:00,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
10,0,1,0.62,13,25.84,28.9988,233,2012-08-15 00:00:00,15,8,2,2012-08-15 10:00:00,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
11,0,1,0.58,13,26.78,28.9988,235,2012-08-15 00:00:00,15,8,2,2012-08-15 11:00:00,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
12,0,1,0.55,15,26.78,28.9988,307,2012-08-15 00:00:00,15,8,2,2012-08-15 12:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
13,0,1,0.49,13,28.66,30.9986,294,2012-08-15 00:00:00,15,8,2,2012-08-15 13:00:00,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
14,0,1,0.52,20,27.72,30.002,255,2012-08-15 00:00:00,15,8,2,2012-08-15 14:00:00,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
15,0,1,0.52,17,27.72,30.002,266,2012-08-15 00:00:00,15,8,2,2012-08-15 15:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
16,0,1,0.48,13,27.72,28.9988,431,2012-08-15 00:00:00,15,8,2,2012-08-15 16:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
17,0,1,0.55,19,26.78,28.9988,851,2012-08-15 00:00:00,15,8,2,2012-08-15 17:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
18,0,1,0.51,15,26.78,28.0022,848,2012-08-15 00:00:00,15,8,2,2012-08-15 18:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
19,0,1,0.61,9,24.9,26.999,649,2012-08-15 00:00:00,15,8,2,2012-08-15 19:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
20,0,1,0.61,9,24.9,26.999,427,2012-08-15 00:00:00,15,8,2,2012-08-15 20:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
21,0,1,0.61,13,24.9,26.999,315,2012-08-15 00:00:00,15,8,2,2012-08-15 21:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
22,0,1,0.61,11,24.9,26.999,226,2012-08-15 00:00:00,15,8,2,2012-08-15 22:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23,0,1,0.65,7,23.96,26.0024,138,2012-08-15 00:00:00,15,8,2,2012-08-15 23:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0.69,0,23.02,24.9992,76,2012-08-16 00:00:00,16,8,3,2012-08-16 00:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0.73,0,22.08,24.0026,21,2012-08-16 00:00:00,16,8,3,2012-08-16 01:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,1,0.69,13,22.08,24.0026,15,2012-08-16 00:00:00,16,8,3,2012-08-16 02:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,1,0.73,17,21.14,22.9994,4,2012-08-16 00:00:00,16,8,3,2012-08-16 03:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,1,0.73,15,21.14,22.9994,5,2012-08-16 00:00:00,16,8,3,2012-08-16 04:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,1,0.78,11,20.2,22.0028,37,2012-08-16 00:00:00,16,8,3,2012-08-16 05:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,1,0.78,11,20.2,22.0028,165,2012-08-16 00:00:00,16,8,3,2012-08-16 06:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,0,1,0.69,15,22.08,24.0026,464,2012-08-16 00:00:00,16,8,3,2012-08-16 07:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,0,1,0.61,13,23.96,26.0024,682,2012-08-16 00:00:00,16,8,3,2012-08-16 08:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,0,1,0.54,7,25.84,28.0022,337,2012-08-16 00:00:00,16,8,3,2012-08-16 09:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,0,1,0.48,9,26.78,28.0022,199,2012-08-16 00:00:00,16,8,3,2012-08-16 10:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,0,1,0.37,6,27.72,28.0022,274,2012-08-16 00:00:00,16,8,3,2012-08-16 11:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,0,1,0.33,7,29.6,30.002,343,2012-08-16 00:00:00,16,8,3,2012-08-16 12:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,0,1,0.31,15,29.6,30.002,300,2012-08-16 00:00:00,16,8,3,2012-08-16 13:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,0,1,0.32,0,30.54,30.9986,248,2012-08-16 00:00:00,16,8,3,2012-08-16 14:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15,0,1,0.33,17,29.6,30.002,260,2012-08-16 00:00:00,16,8,3,2012-08-16 15:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,0,1,0.32,15,30.54,30.9986,419,2012-08-16 00:00:00,16,8,3,2012-08-16 16:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,0,1,0.34,13,30.54,32.0018,897,2012-08-16 00:00:00,16,8,3,2012-08-16 17:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,0,1,0.36,0,29.6,30.9986,832,2012-08-16 00:00:00,16,8,3,2012-08-16 18:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,0,1,0.4,7,27.72,28.9988,677,2012-08-16 00:00:00,16,8,3,2012-08-16 19:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,0,1,0.4,6,27.72,28.9988,514,2012-08-16 00:00:00,16,8,3,2012-08-16 20:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,0,1,0.48,13,26.78,28.0022,356,2012-08-16 00:00:00,16,8,3,2012-08-16 21:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,0,1,0.51,11,25.84,28.0022,254,2012-08-16 00:00:00,16,8,3,2012-08-16 22:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,0,1,0.54,7,24.9,26.999,226,2012-08-16 00:00:00,16,8,3,2012-08-16 23:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0.57,11,23.96,-0.0016,88,2012-08-17 00:00:00,17,8,4,2012-08-17 00:00:00,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0.65,7,23.02,-0.0016,54,2012-08-17 00:00:00,17,8,4,2012-08-17 01:00:00,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,1,0.61,9,23.02,-0.0016,19,2012-08-17 00:00:00,17,8,4,2012-08-17 02:00:00,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,1,0.65,7,22.08,-0.0016,6,2012-08-17 00:00:00,17,8,4,2012-08-17 03:00:00,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,1,0.73,11,22.08,-0.0016,9,2012-08-17 00:00:00,17,8,4,2012-08-17 04:00:00,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,1,0.73,7,22.08,-0.0016,36,2012-08-17 00:00:00,17,8,4,2012-08-17 05:00:00,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,1,0.78,9,21.14,-0.0016,157,2012-08-17 00:00:00,17,8,4,2012-08-17 06:00:00,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,0,1,0.73,7,22.08,-0.0016,379,2012-08-17 00:00:00,17,8,4,2012-08-17 07:00:00,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,0,1,0.65,9,23.96,-0.0016,668,2012-08-17 00:00:00,17,8,4,2012-08-17 08:00:00,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,0,1,0.58,7,24.9,-0.0016,378,2012-08-17 00:00:00,17,8,4,2012-08-17 09:00:00,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,0,1,0.55,11,26.78,-0.0016,231,2012-08-17 00:00:00,17,8,4,2012-08-17 10:00:00,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,0,1,0.52,19,27.72,-0.0016,303,2012-08-17 00:00:00,17,8,4,2012-08-17 11:00:00,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,0,1,0.41,15,30.54,-0.0016,365,2012-08-17 00:00:00,17,8,4,2012-08-17 12:00:00,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,0,1,0.36,26,31.48,-0.0016,357,2012-08-17 00:00:00,17,8,4,2012-08-17 13:00:00,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,0,1,0.34,28,32.42,-0.0016,328,2012-08-17 00:00:00,17,8,4,2012-08-17 14:00:00,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15,0,1,0.3,31,32.42,-0.0016,383,2012-08-17 00:00:00,17,8,4,2012-08-17 15:00:00,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,0,1,0.32,30,31.48,-0.0016,488,2012-08-17 00:00:00,17,8,4,2012-08-17 16:00:00,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,0,1,0.36,22,30.54,-0.0016,791,2012-08-17 00:00:00,17,8,4,2012-08-17 17:00:00,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,0,1,0.38,17,30.54,-0.0016,669,2012-08-17 00:00:00,17,8,4,2012-08-17 18:00:00,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,0,1,0.55,26,26.78,-0.0016,491,2012-08-17 00:00:00,17,8,4,2012-08-17 19:00:00,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,0,1,0.58,15,25.84,-0.0016,359,2012-08-17 00:00:00,17,8,4,2012-08-17 20:00:00,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,0,1,0.69,20,23.96,-0.0016,255,2012-08-17 00:00:00,17,8,4,2012-08-17 21:00:00,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,0,1,0.83,13,23.02,-0.0016,213,2012-08-17 00:00:00,17,8,4,2012-08-17 22:00:00,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,0,1,0.83,15,22.08,-0.0016,121,2012-08-17 00:00:00,17,8,4,2012-08-17 23:00:00,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0.83,15,22.08,22.0028,105,2012-08-18 00:00:00,18,8,5,2012-08-18 00:00:00,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0.94,11,21.14,20.003,92,2012-08-18 00:00:00,18,8,5,2012-08-18 01:00:00,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0.88,11,21.14,20.9996,43,2012-08-18 00:00:00,18,8,5,2012-08-18 02:00:00,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,0,0.88,13,21.14,20.9996,30,2012-08-18 00:00:00,18,8,5,2012-08-18 03:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,0,0.73,15,21.14,22.9994,13,2012-08-18 00:00:00,18,8,5,2012-08-18 04:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,0,0.78,17,20.2,22.0028,9,2012-08-18 00:00:00,18,8,5,2012-08-18 05:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,0,0.83,15,20.2,20.9996,27,2012-08-18 00:00:00,18,8,5,2012-08-18 06:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,0,0,0.83,15,20.2,20.9996,64,2012-08-18 00:00:00,18,8,5,2012-08-18 07:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,0,0,0.69,17,22.08,24.0026,189,2012-08-18 00:00:00,18,8,5,2012-08-18 08:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,0,0,0.65,19,23.02,24.9992,292,2012-08-18 00:00:00,18,8,5,2012-08-18 09:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,0,0,0.54,11,24.9,26.999,480,2012-08-18 00:00:00,18,8,5,2012-08-18 10:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,0,0,0.51,0,25.84,28.0022,536,2012-08-18 00:00:00,18,8,5,2012-08-18 11:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,0,0,0.37,13,27.72,28.0022,654,2012-08-18 00:00:00,18,8,5,2012-08-18 12:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,0,0,0.4,13,26.78,26.999,644,2012-08-18 00:00:00,18,8,5,2012-08-18 13:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,0,0,0.37,19,27.72,28.0022,598,2012-08-18 00:00:00,18,8,5,2012-08-18 14:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15,0,0,0.37,15,27.72,28.0022,596,2012-08-18 00:00:00,18,8,5,2012-08-18 15:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,0,0,0.37,17,27.72,28.0022,641,2012-08-18 00:00:00,18,8,5,2012-08-18 16:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,0,0,0.37,15,27.72,28.0022,635,2012-08-18 00:00:00,18,8,5,2012-08-18 17:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,0,0,0.37,11,26.78,26.999,554,2012-08-18 00:00:00,18,8,5,2012-08-18 18:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,0,0,0.45,11,24.9,26.0024,488,2012-08-18 00:00:00,18,8,5,2012-08-18 19:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,0,0,0.45,7,24.9,26.0024,341,2012-08-18 00:00:00,18,8,5,2012-08-18 20:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,0,0,0.61,0,23.02,24.9992,338,2012-08-18 00:00:00,18,8,5,2012-08-18 21:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,0,0,0.61,0,23.02,24.9992,261,2012-08-18 00:00:00,18,8,5,2012-08-18 22:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,0,0,0.65,6,22.08,24.0026,235,2012-08-18 00:00:00,18,8,5,2012-08-18 23:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0.57,6,23.02,24.9992,187,2012-08-19 00:00:00,19,8,6,2012-08-19 00:00:00,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0.65,0,22.08,24.0026,131,2012-08-19 00:00:00,19,8,6,2012-08-19 01:00:00,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0.69,6,21.14,24.0026,119,2012-08-19 00:00:00,19,8,6,2012-08-19 02:00:00,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,0,0.61,11,21.14,24.0026,55,2012-08-19 00:00:00,19,8,6,2012-08-19 03:00:00,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,0,0.65,11,21.14,24.0026,26,2012-08-19 00:00:00,19,8,6,2012-08-19 04:00:00,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,0,0.73,9,20.2,22.9994,11,2012-08-19 00:00:00,19,8,6,2012-08-19 05:00:00,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,0,0.69,7,21.14,24.0026,20,2012-08-19 00:00:00,19,8,6,2012-08-19 06:00:00,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,0,0,0.69,9,21.14,24.0026,41,2012-08-19 00:00:00,19,8,6,2012-08-19 07:00:00,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,0,0,0.69,7,22.08,24.0026,124,2012-08-19 00:00:00,19,8,6,2012-08-19 08:00:00,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,0,0,0.74,0,23.02,24.9992,270,2012-08-19 00:00:00,19,8,6,2012-08-19 09:00:00,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,0,0,0.69,0,23.96,26.0024,425,2012-08-19 00:00:00,19,8,6,2012-08-19 10:00:00,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,0,0,0.78,11,22.08,22.9994,272,2012-08-19 00:00:00,19,8,6,2012-08-19 11:00:00,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,0,0,0.73,0,22.08,24.0026,298,2012-08-19 00:00:00,19,8,6,2012-08-19 12:00:00,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
